窪		wa1	/depression/sunken/swamp/
窬		yu2	/hole in a wall/
窮		qiong2	/poor/destitute/to use up/to exhaust/thoroughly/extremely/(coll.) persistently and pointlessly/
窯		yao2	/kiln/oven/coal pit/cave dwelling/(coll.) brothel/
窰		yao2	/variant of 窯|窑[yao2]/
窳		yu3	/bad/useless/weak/
窴		tian2	/fill in/
窵		diao4	/(literary) distant/deep/profound/
窶		ju4	/poor/rustic/
窸		xi1	/disturbing noises/
窺		kui1	/to peep/to pry into/
窻		chuang1	/variant of 窗[chuang1]/
窾		cuan4	/to conceal/to hide/
窾		kuan3	/crack/hollow/cavity/to excavate or hollow out/(onom.) water hitting rock/(old) variant of 款[kuan3]/
窿		long2	/cavity/hole/
竁		cui4	/dig a hole/
竃		zao4	/old variant of 灶[zao4]/
竄		cuan4	/to flee/to scuttle/to exile or banish/to amend or edit/
竅		qiao4	/hole/opening/orifice (of the human body)/(fig.) key (to the solution of a problem)/
竇		Dou4	/surname Dou/
竇		dou4	/hole/aperture/(anatomy) cavity/sinus/
竈		zao4	/variant of 灶[zao4]/
竊		qie4	/to steal/secretly/(humble) I/
立		Li4	/surname Li/
立		li4	/to stand/to set up/to establish/to lay down/to draw up/at once/immediately/
竑		hong2	/large/to estimate/
站		zhan4	/station/to stand/to halt/to stop/branch of a company or organization/website/
竚		zhu4	/variant of 佇|伫[zhu4]/to stand for a long time/
竜		long2	/Japanese variant of 龍|龙/
竝		bing4	/variant of 並|并[bing4]/
竟		jing4	/unexpectedly/actually/to go so far as to/indeed/
章		Zhang1	/surname Zhang/
章		zhang1	/chapter/section/clause/movement (of symphony)/seal/badge/regulation/order/
竡		bai3	/hectoliter (old)/
竢		si4	/variant of 俟[si4]/
竣		jun4	/complete/finish/
童		Tong2	/surname Tong/
童		tong2	/child/
竦		song3	/respectful/horrified/to raise (one's shoulders)/to stand on tiptoe/to crane/
竪		shu4	/variant of 豎|竖[shu4]/
竭		jie2	/to exhaust/
端		duan1	/end/extremity/item/port/to hold sth level with both hands/to carry/regular/
競		jing4	/to compete/to contend/to struggle/
竹		zhu2	/bamboo/CL:棵[ke1],支[zhi1],根[gen1]/Kangxi radical 118/
竺		Zhu2	/surname Zhu/abbr. for 天竺[Tian1 zhu2] India (esp. in Tang or Buddhist context)/Buddhism (archaic)/
竺		du3	/variant of 篤|笃[du3]/
竽		yu2	/free reed wind instrument similar to the sheng 笙[sheng1], used in ancient China/
竾		chi2	/variant of 篪[chi2]/
竿		gan1	/pole/
笀		mang2	/old variant of 芒[mang2]/arista (of grain)/
笄		ji1	/15 years old/hairpin for bun/
笆		ba1	/an article made of bamboo strips/fence/
笈		ji2	/trunks (for books)/
笉		qin3	/smiling countenance/bamboo rope/
笊		zhao4	/loosely woven bamboo ladle/
笎		yuan2	/bamboo with black patches/
笏		hu4	/(old) ceremonial tablet (held by officials at an audience)/
笐		gang1	/bamboos placed across wooden frames on which grain may be stored in damp climates/
笑		xiao4	/laugh/smile/CL:個|个[ge4]/
笓		pi2	/to comb/fine-toothed comb/trap for prawns/
笙		sheng1	/sheng, a free reed wind instrument, with vertical bamboo pipes/
笛		di2	/flute/
笞		chi1	/to whip with bamboo strips/
笠		li4	/bamboo rain hat/
笤		tiao2	/broom/
笥		si4	/square bamboo container for food or clothing/
符		Fu2	/surname Fu/
符		fu2	/mark/sign/talisman/to seal/to correspond to/tally/symbol/written charm/to coincide/
笨		ben4	/stupid/foolish/silly/slow-witted/clumsy/
笪		Da2	/surname Da/
笪		da2	/rough bamboo mat/
笫		zi3	/bamboo mat/bed mat/
第		di4	/(prefix indicating ordinal number, e.g. first, number two etc)/order/(old) rank in the imperial examinations/mansion/(literary) but/just/
笭		ling2	/bamboo screen/
笮		ze2	/board under tiles on roof/narrow/
笰		fu2	/duster/
笱		gou3	/basket for trapping fish/
笲		fan2	/osier basket of brides/
笳		jia1	/whistle made of reed/
笵		fan4	/bamboo mold/
笸		po3	/flat basket-tray/
笻		qiong2	/variant of 筇[qiong2]/
筀		gui4	/bamboo (archaic)/
筃		yin1	/a kind of bamboo/old variant of 茵[yin1]/
筅		xian3	/bamboo brush for utensils/
筆		bi3	/pen/pencil/writing brush/to write or compose/the strokes of Chinese characters/classifier for sums of money, deals/CL:支[zhi1],枝[zhi1]/
筇		qiong2	/(in ancient texts) type of bamboo sometimes used as a staff/
筈		gua1	/arrow end/
等		deng3	/class/rank/grade/equal to/same as/to wait for/to await/et cetera/and so on/et al. (and other authors)/after/as soon as/once/
筊		jiao3	/bamboo rope/
筊		jiao4	/variant of 珓[jiao4]/
筋		jin1	/muscle/tendon/veins visible under the skin/sth resembling tendons or veins (e.g. fiber in a vegetable)/
筌		quan2	/bamboo fish trap/
筍		sun3	/bamboo shoot/
筎		ru2	/thin outside skin of bamboo/
筏		fa2	/raft (of logs)/
筐		kuang1	/basket/CL:隻|只[zhi1]/
筑		Zhu4	/short name for Guiyang 貴陽|贵阳[Gui4 yang2]/
筑		zhu4	/five-string lute/Taiwan pr. [zhu2]/
筒		tong3	/tube/cylinder/to encase in sth cylindrical (such as hands in sleeves etc)/
答		da1	/to answer/to agree/
答		da2	/reply/answer/return/respond/echo/
筕		hang2	/see 筕篖[hang2 tang2]/
策		Ce4	/surname Ce/
策		ce4	/policy/plan/scheme/bamboo slip for writing (old)/to whip (a horse)/to encourage/riding crop with sharp spines (old)/essay written for the imperial examinations (old)/upward horizontal stroke in calligraphy/
筘		kou4	/(a measure of width of cloth)/
筞		ce4	/variant of 策[ce4]/
筠		yun2	/skin of bamboo/
筤		lang2	/young bamboo/
筥		ju3	/round bamboo basket/
筦		Guan3	/surname Guan/
筦		guan3	/variant of 管[guan3]/
筧		jian3	/bamboo conduit/water pipe of bamboo/
筩		tong3	/variant of 筒[tong3]/
筭		suan4	/to regard as/to figure/
筮		shi4	/divine by stalk/
筯		zhu4	/variant of 箸[zhu4]/
筰		zuo2	/cable/
筱		xiao3	/dwarf bamboo/thin bamboo/
筲		shao1	/basket/bucket/
筳		ting2	/bamboo pole/spindle/
筴		ce4	/variant of 策[ce4]/
筵		yan2	/bamboo mat for sitting/
筷		kuai4	/chopstick/
筸		gan1	/name of a place in Henan/
箂		lai2	/(bamboo)/
箇		ge4	/variant of 個|个[ge4]/
箊		yu1	/bamboo with thin/wide leaves/
箋		jian1	/letter/note-paper/
箍		gu1	/hoop/to bind with hoops/
箎		chi2	/bamboo flute with 8 holes/
箏		zheng1	/guzheng or long zither/long zither with 13 to 16 strings, developed from guqin 古琴 during Tang and Song times/Japanese koto/
箐		qing4	/to draw a bamboo bow or crossbow/
箑		sha4	/fan/
箒		zhou3	/variant of 帚[zhou3]/
箔		bo2	/plaited matting (of rushes, bamboo etc)/silkworm basket/metal foil/foil paper/
箕		ji1	/winnow basket/
算		suan4	/to regard as/to figure/to calculate/to compute/
箘		jun4	/bamboo shoots/
箙		fu2	/quiver/
箛		gu1	/(bamboo)/trumpet for chariots/
箜		kong1	/ancient harp/cf 箜篌, Chinese harp/
箝		qian2	/pliers/pincers/to clamp/
箠		chui2	/variant of 棰[chui2]/
管		Guan3	/surname Guan/
管		guan3	/to take care (of)/to control/to manage/to be in charge of/to look after/to run/to care about/tube/pipe/woodwind/classifier for tube-shaped objects/particle similar to 把[ba3] in 管...叫 constructions/writing brush/(coll.) to/towards/
箬		ruo4	/(bamboo)/skin of bamboo/
箭		jian4	/arrow/CL:支[zhi1]/
箮		xuan1	/bamboo flower/flowering bamboo/
箯		bian1	/bamboo sedan chair/
箱		xiang1	/box/trunk/chest/
箴		zhen1	/to warn/to admonish/variant of 針|针[zhen1]/
箸		zhu4	/(literary) chopsticks/
箾		shuo4	/to hit sb with a pole/(archaic) pole held by a dancer/
節		jie1	/see 節骨眼|节骨眼[jie1 gu5 yan3]/
節		jie2	/festival/holiday/node/joint/section/segment/part/to economize/to save/to abridge/moral integrity/classifier for segments, e.g. lessons, train wagons, biblical verses/CL:個|个[ge4]/
篁		huang2	/(bamboo)/bamboo grove/
篃		mei4	/a kind of bamboo/
範		fan4	/pattern/model/example/
篆		zhuan4	/seal (of office)/seal script (a calligraphic style)/the small seal 小篆 and great seal 大篆/writing in seal script/
篇		pian1	/sheet/piece of writing/bound set of bamboo slips used for record keeping (old)/classifier for written items: chapter, article/
築		zhu4	/to build/to construct/to ram/to hit/Taiwan pr. [zhu2]/
篋		qie4	/chest/box/trunk/suitcase/portfolio/
篌		hou2	/(mus. instr.)/
篔		yun2	/see 篔簹|筼筜[yun2 dang1]/
篖		tang2	/see 筕篖[hang2 tang2]/
篘		chou1	/basket for straining/to strain/
篙		gao1	/pole for punting boats/
篚		fei3	/round covered basket/
篛		ruo4	/cuticle of bamboo plant/
篜		zheng1	/bamboo/
篝		gou1	/bamboo frame for drying clothes/bamboo cage/
篟		qian4	/luxuriant growth of bamboo/
篠		xiao3	/dwarf bamboo/
篡		cuan4	/to seize/to usurp/
篢		gong1	/bamboo hat/
篤		du3	/serious (illness)/sincere/true/
篥		li4	/bamboos good for poles/horn/
篦		bi4	/fine-toothed comb/to comb/
篧		zhuo2	/creel for trapping fish/
篨		chu2	/crude bamboo mat/
篩		shai1	/to filter/to sift/to sieve/
篪		chi2	/bamboo flute with 7 or 8 holes/
篭		long2	/old variant of 籠|笼[long2]/
篰		bu4	/sieve-like utensil/
篲		hui4	/variant of 彗[hui4]/
篳		bi4	/wicker/
篴		di2	/flute/
篶		yan1	/black bamboo/
篷		peng2	/sail/
篹		suan3	/ancient bamboo basket for food/variant of 匴[suan3]/bamboo container for hats/
篹		zhuan4	/to compose/to compile/food/delicacies/
篹		zuan3	/variant of 纂[zuan3]/to compile/
篼		dou1	/bamboo, rattan or wicker basket/sedan chair for mountain use (Cantonese)/
篾		mie4	/bamboo splints for baskets/
簀		ze2	/reed mat/
簁		xi3	/sieve/to sift, to strain/
簃		yi2	/small house connected to large one/
簆		kou4	/healds of a loom/
簇		cu4	/crowded/framework for silkworms/gather foliage/bunch/classifier for bunched objects/
簉		zao4	/deputy/subordinate/concubine/
簋		gui3	/ancient bronze food vessel with a round mouth and two or four handles/round basket of bamboo/
簌		su4	/dense vegetation/sieve/
簍		lou3	/basket/
簏		lu4	/box/basket/
簑		suo1	/variant of 蓑[suo1]/
簒		cuan4	/old variant of 篡[cuan4]/
簗		zhu4	/erroneous variant of 築|筑[zhu4]/
簜		dang4	/(bamboo)/
簞		dan1	/round basket for cooked rice/
簟		dian4	/fine woven grass mat/
簠		fu3	/basket used in state worship/
簡		jian3	/simple/uncomplicated/letter/to choose/to select/bamboo strips used for writing (old)/
簣		kui4	/basket for carrying soil/
簥		jiao1	/large pipe/
簦		deng1	/large umbrella for stalls/an ancient kind of bamboo or straw hat/
簧		huang2	/metallic reed/spring of lock/
簨		sun3	/cross-beam for hanging bells/
簪		zan1	/hairpin/
簫		xiao1	/xiao, a Chinese musical instrument of ancient times, similar to panpipes/
簬		lu4	/(bamboo)/
簮		zan1	/old variant of 簪[zan1]/
簰		pai2	/bamboo raft/
簷		yan2	/variant of 檐[yan2]/
簸		bo3	/to winnow/to toss/
簸		bo4	/see 簸箕[bo4 ji1]/
簹		dang1	/see 篔簹|筼筜[yun2 dang1]/
簻		ke1	/big/hunger/
簽		qian1	/to sign one's name/visa/variant of 籤|签[qian1]/
簾		lian2	/hanging screen or curtain/
簿		bu4	/a book/a register/account-book/
籀		Zhou4	/surname Zhou/
籀		zhou4	/(writing)/to develop/seal script used throughout the pre-Han period/
籃		lan2	/basket (receptacle)/basket (in basketball)/
籅		yu2	/round basket used for feeding the cattle/
籊		ti4	/long bamboo (for fishing rod)/
籌		chou2	/chip (in gambling)/token (for counting)/ticket/to prepare/to plan/to raise (funds)/resource/means/
籍		Ji2	/surname Ji/
籍		ji2	/book or record/registry/roll/place of one's family or ancestral records/membership/
籐		teng2	/variant of 藤[teng2]/
籑		zhuan4	/old variant of 撰[zhuan4]/
籑		zhuan4	/old variant of 饌|馔[zhuan4]/
籒		zhou4	/old variant of 籀[zhou4]/
籓		fan1	/big winnow basket/
籔		sou3	/basket for draining rice/
籖		qian1	/Japanese variant of 籤|签[qian1]/
籙		lu4	/records/book/Taoist written charm/book of prophecy (e.g. of dynastic fortunes)/
籚		lu2	/basket made of rush/spear-shaft/
籛		Jian1	/surname Jian/
籜		tuo4	/sheath around joints of bamboo/
籝		ying2	/old variant of 籯[ying2]/
籟		lai4	/a sound/a noise/musical pipe with 3 reeds/
籠		long2	/enclosing frame made of bamboo, wire etc/cage/basket/steamer basket/to cover/to cage/to embrace/to manipulate through trickery/
籠		long3	/to cover/to cage/covering/also pr. [long2]/
籢		lian2	/old variant of 奩|奁[lian2]/
籣		lan2	/bow case/quiver/
籤		qian1	/inscribed bamboo stick (used in divination, gambling, drawing lots etc)/small wood sliver/label/tag/
籥		yue4	/flute/key/
籧		qu2	/crude bamboo mat/
籩		bian1	/basket for fruits/
籪		duan4	/bamboo fish trap/
籫		zuan3	/bamboo utensil/
籬		li2	/a fence/
籭		shai1	/old variant of 篩|筛[shai1]/
籮		luo2	/basket/
籯		ying2	/slender basket for chopsticks/
籲		yu4	/to implore/
米		Mi3	/surname Mi/
米		mi3	/rice/CL:粒[li4]/meter (classifier)/
籵		fan2	/dm/
籸		shen1	/crushed grain/
籹		nu:3	/cakes of rice-flour and honey/
籼		xian1	/long-grained rice/same as 秈/
籽		zi3	/seeds/
粀		zhang4	/decameter (old)/
粁		qian1	/kilometer/
粃		bi3	/variant of 秕[bi3]/
粄		ban3	/(Hakka cuisine) snacks made from glutinous rice flour (rice cakes, noodles etc)/
粇		kang1	/old variant of 糠[kang1]/
粉		fen3	/powder/cosmetic face powder/food prepared from starch/noodles or pasta made from any kind of flour/whitewash/white/pink/
粋		cui4	/Japanese variant of 粹/
粑		ba1	/a round flat cake (dialect)/
粒		li4	/grain/granule/classifier for small round things (peas, bullets, peanuts, pills, grains etc)/
粔		ju4	/cakes made from rice flour twisted into rings/
粕		po4	/grains in distilled liquor/
粗		cu1	/coarse/rough/thick (for cylindrical objects)/unfinished/vulgar/rude/crude/
粘		nian2	/variant of 黏[nian2]/
粘		zhan1	/to glue/to paste/to adhere/to stick to/
粚		chi1	/old variant of 黐[chi1]/
粛		su4	/Japanese variant of 肅|肃/
粞		xi1	/ground rice/thresh rice/
粟		Su4	/surname Su/
粟		su4	/grain/millet/goose pimples/
粢		zi1	/common millet/
粥		yu4	/see 葷粥|荤粥[Xun1 yu4]/
粥		zhou1	/congee/gruel/porridge/CL:碗[wan3]/
粦		lin2	/variant of 磷[lin2]/
粧		zhuang1	/variant of 妝|妆[zhuang1]/
粨		bai3 mi3	/hectometer (old)/single-character equivalent of 百米/
粩		lao1	/a traditional pastry of Taiwan and Fujian which is fried, then coated with maltose and rolled in sesame seeds or chopped peanuts etc/Taiwan pr. [lao3]/
粬		qu1	/variant of 麯[qu1]/
粰		fu1	/variant of 稃[fu1]/
粱		liang2	/sorghum/
粲		can4	/beautiful/bright/splendid/smilingly/
粳		jing1	/round-grained nonglutinous rice (Japonica rice)/Taiwan pr. [geng1]/
粵		Yue4	/Cantonese/short name for Guangdong 廣東|广东[Guang3 dong1]/
粹		cui4	/pure/unmixed/essence/
粺		bai4	/polished rice/old variant of 稗[bai4]/
粻		zhang1	/food/white cooked rice/
粼		lin2	/clear (as of water)/
粽		zong4	/rice dumplings wrapped in leaves/
精		jing1	/essence/extract/vitality/energy/semen/sperm/mythical goblin spirit/highly perfected/elite/the pick of sth/proficient (refined ability)/extremely (fine)/selected rice (archaic)/
粿		guo3	/rice cake (typically made with glutinous rice flour and steamed)/
糅		rou2	/mix/
糆		mian4	/variant of 麵|面[mian4]/rice noodles/rice fragments/
糈		xu3	/official pay/sacrificial rice/
糉		zong4	/variant of 粽[zong4]/
糊		hu2	/muddled/paste/scorched/
糊		hu4	/paste/cream/
糌		zan1	/zanba, Tibetan barley bread/
糍		ci2	/sticky rice cake/
糒		bei4	/food for a journey/cakes/
糔		xiu3	/to wash (rice etc)/
糕		gao1	/cake/
糖		tang2	/sugar/sweets/candy/CL:顆|颗[ke1],塊|块[kuai4]/
糗		Qiu3	/surname Qiu/
糗		qiu3	/dry rations (for a journey)/(dialect) (of noodles etc) to become mush (from overcooking)/(coll.) embarrassing/embarrassment/
糙		cao1	/rough/coarse (in texture)/
糜		Mi2	/surname Mi/
糜		mei2	/millet/
糜		mi2	/rice gruel/rotten/to waste (money)/
糝		san3	/to mix (of powders)/
糞		fen4	/manure/dung/
糟		zao1	/dregs/draff/pickled in wine/rotten/messy/ruined/
糠		kang1	/husk/(of a radish etc) spongy (and therefore unappetising)/
糢		mo2	/blurred/
糧		liang2	/grain/food/provisions/agricultural tax paid in grain/
糨		jiang4	/starch/paste/to starch/
糬		shu3	/see 麻糬[ma2 shu3]/
糭		zong4	/old variant of 粽[zong4]/
糯		nuo4	/glutinous rice/sticky rice/
糰		tuan2	/dumpling/
糱		nie4	/fermenting grain/yeast/
糲		li4	/coarse rice/
糴		di2	/buy up (grain)/
糶		tiao4	/to sell grain/
糸		mi4	/fine silk/Kangxi radical 120/
糹		si1	/"silk" radical in Chinese characters (Kangxi radical 120), occurring in 红, 绿, 累 etc/also pr. [mi4]/
糺		jiu1	/old variant of 糾|纠[jiu1]/
糺		jiu3	/army (used during the Liao, Jin and Yuan dynasties)/
系		xi4	/system/department/faculty/
糾		jiu1	/to gather together/to investigate/to entangle/to correct/
紀		Ji3	/surname Ji/also pr. [Ji4]/
紀		ji4	/order/discipline/age/era/period/to chronicle/
紂		zhou4	/saddle crupper (harness strap on horse's back)/
紃		xun2	/bind/silkcords/
約		yao1	/to weigh in a balance or on a scale/
約		yue1	/to make an appointment/to invite/approximately/pact/treaty/to economize/to restrict/to reduce (a fraction)/concise/
紅		Hong2	/surname Hong/
紅		hong2	/red/popular/revolutionary/bonus/
紆		Yu1	/surname Yu/
紆		yu1	/winding/twisting/
紇		ge1	/knot/
紇		he2	/tassels/
紈		wan2	/white/white silk/
紉		ren4	/to string/to thread (needle)/
紊		wen3	/involved/tangled/disorderly/confused/chaotic/Taiwan pr. [wen4]/
紋		wen2	/line/trace/mark/pattern/grain (of wood etc)/
納		Na4	/surname Na/
納		na4	/to receive/to accept/to enjoy/to bring into/to pay (tax etc)/nano- (one billionth)/to reinforce sole of shoes or stockings by close sewing/
紐		niu3	/to turn/to wrench/button/nu (Greek letter Νν)/
紑		fou2	/bright/glossy (of silk)/
紓		shu1	/abundant/ample/at ease/relaxed/to free from/to relieve/
純		chun2	/pure/simple/unmixed/genuine/
紕		pi1	/error/carelessness/spoiled silk/
紗		sha1	/cotton yarn/muslin/
紘		hong2	/cord for hat/vast/
紙		zhi3	/paper/CL:張|张[zhang1],沓[da2]/classifier for documents, letter etc/
級		ji2	/level/grade/rank/step (of stairs)/CL:個|个[ge4]/classifier: step, level/
紛		fen1	/numerous/confused/disorderly/
紜		yun2	/confused/numerous/
紝		ren4	/to weave/to lay warp for weaving/silk thread for weaving/variant of 紉|纫, to sew/to stitch/thread/
紞		dan3	/silk fringe of a coronet/
紟		jin1	/a sash/to tie/
素		su4	/raw silk/white/plain, unadorned/vegetarian (food)/essence/nature/element/constituent/usually/always/ever/
紡		fang3	/to spin (cotton or hemp etc)/fine woven silk fabric/
索		Suo3	/surname Suo/abbr. for 索馬里|索马里[Suo3 ma3 li3], Somalia/
索		suo3	/to search/to demand/to ask/to exact/large rope/isolated/
紥		za1	/variant of 紮|扎[za1]/
紥		zha1	/variant of 紮|扎[zha1]/
紩		zhi4	/to stitch/to mend/
紫		zi3	/purple/violet/
紬		chou2	/silk/
紮		za1	/to tie/to bind/classifier for flowers, banknotes etc: bundle/Taiwan pr. [zha2]/
累		lei3	/to accumulate/to involve or implicate (Taiwan pr. [lei4])/continuous/repeated/
累		lei4	/tired/weary/to strain/to wear out/to work hard/
細		xi4	/thin or slender/finely particulate/thin and soft/fine/delicate/trifling/(of a sound) quiet/frugal/
紱		fu2	/ribbon for a seal/sash/
紲		xie4	/to tie/to bind/to hold on a leash/rope/cord/
紳		shen1	/member of gentry/
紵		zhu4	/ramie (Boehmeria nivea)/
紹		Shao4	/surname Shao/
紹		shao4	/to continue/to carry on/
紺		gan4	/violet or purple/
紼		fu2	/heavy rope/rope of a bier/
紽		tuo2	/braid on a robe/
紾		zhen3	/crooked/obstinate/twist a cord/
紿		dai4	/to cheat/to pretend/to deceive/
絀		chu4	/crimson silk/deficiency/to stitch/
絁		shi1	/rough, indelicate silk/
終		zhong1	/end/finish/
絃		xian2	/variant of 弦/bow string/string of musical instrument/watch spring/chord (straight line joining two points on a curve)/hypotenuse/
組		Zu3	/surname Zu/
組		zu3	/to form/to organize/group/team/classifier for sets, series, groups of people, batteries/
絅		jiong3	/monotone garment with no lining/
絆		ban4	/to trip/to stumble/to hinder/
経		jing1	/Japanese variant of 經|经/
絍		ren4	/to weave/to lay warp for weaving/variant of 紝|纴[ren4], silk thread for weaving/
絎		hang2	/to quilt/
絏		xie4	/variant of 紲|绁[xie4]/
結		jie1	/(of a plant) to produce (fruit or seeds)/Taiwan pr. [jie2]/
結		jie2	/knot/sturdy/bond/to tie/to bind/to check out (of a hotel)/
絓		gua4	/to hinder/to offend/to form/unique/
絓		kua1	/type of coarse silk/bag used to wrap silk before washing/
絕		jue2	/to cut short/extinct/to disappear/to vanish/absolutely/by no means/
絖		kuang4	/fine floss-silk or cotton/
絘		ci4	/ancient tax in the form of bales of cloth/
絚		geng1	/old variant of 緪[geng1]/
絛		di2	/see 絛綸|绦纶[di2 lun2]/
絛		tao1	/braid/cord/sash/
絜		jie2	/clean/
絜		xie2	/marking line/pure/to regulate/
絝		ku4	/variant of 褲|裤[ku4]/
絞		jiao3	/to twist (strands into a thread)/to entangle/to wring/to hang (by the neck)/to turn/to wind/classifier for skeins of yarn/
絡		lao4	/small net/
絡		luo4	/net-like object/to hold sth in place with a net/to wind/to twist/(TCM) channels in the human body/
絢		xuan4	/adorned/swift/gorgeous/brilliant/variegated/
絣		bing3	/Ikat, a type of woven silk/Kasuri/
給		gei3	/to/for/for the benefit of/to give/to allow/to do sth (for sb)/(grammatical equivalent of 被)/(grammatical equivalent of 把)/(sentence intensifier)/
給		ji3	/to supply/to provide/
絨		rong2	/velvet/woolen/
絪		yin1	/generative force/magic emanation/
絫		lei3	/variant of 累[lei3], to accumulate/
絮		xu4	/cotton wadding/fig. padding/long-winded/
絰		die2	/hempen band worn on the head or waist by a mourner/
統		tong3	/to gather/to unite/to unify/whole/
絲		si1	/silk/thread/trace/(cuisine) shreds or julienne strips/CL:條|条[tiao2]/classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc/
絳		Jiang4	/capital of the Jin State during the Spring and Autumn Period (770-475 BC)/
絳		jiang4	/purple-red/
絵		hui4	/Japanese variant of 繪|绘/
絶		jue2	/variant of 絕|绝[jue2]/
絹		juan4	/thin, tough silk fabric/
絺		chi1	/fine fibers of hemp/linen/
絻		mian3	/old variant of 冕[mian3]/
絻		wen4	/(old) mourning apparel/
絿		qiu2	/urgent/pressing/
綀		shu1	/a kind of sackcloth/
綁		bang3	/to tie/bind or fasten together/to kidnap/
綂		tong3	/old variant of 統|统[tong3]/
綃		xiao1	/raw silk/
綅		qin1	/red silk crest of helmet/
綆		geng3	/rope/well-rope/
綈		ti2	/coarse greenish black pongee/
綉		xiu4	/variant of 繡|绣[xiu4]/
綌		xi4	/coarse hempen fabric/
綍		fu2	/heavy rope/ropes of a bier/
綎		ting1	/silk braided cord/
綏		sui2	/to pacify/Taiwan pr. [sui1]/
綑		kun3	/variant of 捆[kun3]/
經		Jing1	/surname Jing/
經		jing1	/classics/sacred book/scripture/to pass through/to undergo/to bear/to endure/warp (textile)/longitude/menstruation/channel (TCM)/abbr. for economics 經濟|经济[jing1 ji4]/
綖		yan2	/cap tassels/
綗		jiong3	/variant of 絅|䌹[jiong3]/
綘		feng2	/variant of 縫|缝[feng2]/
継		ji4	/Japanese variant of 繼|继/
続		xu4	/Japanese variant of 續|续/
綜		zeng4	/heddle (device to form warp in weaving textiles)/Taiwan pr. [zong4]/
綜		zong1	/to sum up/to put together/Taiwan pr. [zong4]/
綝		chen1	/(literary) to stop/kindhearted/
綠		lu:4	/green/
綢		chou2	/(light) silk/CL:匹[pi3]/
綣		quan3	/bound in a league/
綥		qi2	/dark gray/straw sandals/
綦		qi2	/dark gray/superlative/variegated/
綪		qian4	/dark red color (of silk product)/
綫		xian4	/variant of 線|线[xian4]/
綬		shou4	/cord on a seal/
維		Wei2	/abbr. for Uighur 維吾爾|维吾尔[Wei2 wu2 er3]/surname Wei/
維		wei2	/to preserve/to maintain/to hold together/dimension/vitamin (abbr. for 維生素|维生素[wei2 sheng1 su4])/
綮		qi3	/embroidered banner/
綯		tao2	/bind/cord/twist/
綰		wan3	/bind up/string together/
綱		gang1	/head rope of a fishing net/guiding principle/key link/class (taxonomy)/outline/program/
網		wang3	/net/network/
綳		beng1	/variant of 繃|绷[beng1]/variant of 繃|绷[beng3]/
綴		chuo4	/variant of 輟|辍[chuo4]/
綴		zhui4	/to sew/to stitch together/to combine/to link/to connect/to put words together/to compose/to embellish/
綵		cai3	/variant of 彩[cai3]/
綷		cui4	/five-color silk/see 綷縩[cui4 cai4]/
綸		lun2	/to classify/to twist silk/silk thread/
綹		liu3	/skein/tuft/lock/
綺		qi3	/beautiful/open-work silk/
綻		zhan4	/to burst open/to split at the seam/
綽		chao1	/to grab/to snatch up/variant of 焯[chao1]/
綽		chuo4	/generous/ample/wide/spacious/well-off/to grip/
綾		ling2	/damask/thin silk/
綿		mian2	/silk floss/continuous/soft/weak/mild-mannered (dialect)/
緁		jie2	/to join/to splice/to braid/
緄		gun3	/cord/embroidered sash/to sew/
緅		zou1	/purple silk/
緆		xi1	/fine gunny/sackcloth/
緇		zi1	/Buddhists/black silk/dark/
緊		jin3	/tight/strict/close at hand/near/urgent/tense/hard up/short of money/to tighten/
緋		fei1	/dark red/purple silk/
緌		rui2	/strings of cap/
緍		min2	/old variant of 緡|缗[min2]/
緎		yu4	/seam/
総		zong3	/Japanese variant of 總|总/
緐		fan2	/old variant of 繁[fan2]/
緑		lu:4	/Japanese variant of 綠|绿/
緒		xu4	/beginnings/clues/mental state/thread/
緔		shang4	/to sole a shoe/
緖		xu4	/variant of 緒|绪[xu4]/
緗		xiang1	/light yellow color/
緘		jian1	/letters/to close/to seal/
緙		ke4	/see 緙絲|缂丝[ke4 si1]/
線		xian4	/thread/string/wire/line/CL:條|条[tiao2],股[gu3],根[gen1]/(after a number) tier (unofficial ranking of a Chinese city)/
緜		mian2	/old variant of 綿|绵[mian2]/cotton/
緝		ji1	/to seize/to arrest/Taiwan pr. [qi4]/
緝		qi1	/to stitch finely/
緞		duan4	/satin/
締		di4	/closely joined/connection/knot/
緡		min2	/cord/fishing-line/string of coins/
緣		yuan2	/cause/reason/karma/fate/predestined affinity/margin/hem/edge/along/
緤		xie4	/variant of 紲|绁[xie4]/to tie/to bind/
緥		bao3	/variant of 褓[bao3]/
緦		si1	/fine linen/
編		bian1	/to weave/to plait/to organize/to group/to arrange/to edit/to compile/to write/to compose/to fabricate/
緩		huan3	/slow/unhurried/sluggish/gradual/not tense/relaxed/to postpone/to defer/to stall/to stave off/to revive/to recuperate/
緪		geng1	/a rope/
緫		zong3	/variant of 總|总[zong3]/
緬		Mian3	/Myanmar (formerly Burma) (abbr. for 緬甸|缅甸[Mian3 dian4])/
緬		mian3	/distant/remote/detailed/
緯		wei3	/latitude/woof (horizontal thread in weaving)/weft/
緰		yu2	/net/
緱		Gou1	/surname Gou/Gou Mountain in Henan/
緱		gou1	/rope attached to a sword hilt/(archaic) hilt/sword/
緲		miao3	/indistinct/
